timeindex,NO-electricity,SE-biomass-bus,DK-biomass-bus,BE-biomass-bus,AT-electricity,DK-electricity,LU-electricity,BE-electricity,DE-electricity,CH-biomass-bus,NL-electricity,NL-biomass-bus,DE-flex-decentral_heat-bus,SE-electricity,DE-decentral_heat-bus,PL-biomass-bus,CH-electricity,LU-biomass-bus,AT-biomass-bus,CZ-electricity,DE-biomass-bus,PL-electricity,NO-biomass-bus,CZ-biomass-bus,FR-biomass-bus,FR-electricity
2040-01-01 00:00:00,0.0,-30.32,-30.32,6.18007913043,89.9138531832,0.0,89.9138531832,87.2164375877,87.2164375877,8.47272944036,48.8188235294,-9.88932235294,29.0721458626,0.0,0.0,0.0,92.6946940032,2.15801972826,0.0,92.6946940032,0.0,72.449223417,-30.32,0.0,0.0,89.9138531832
2040-01-01 01:00:00,0.0,-30.32,-30.32,6.18007913043,89.9138531832,0.0,89.9138531832,87.2164375877,87.2164375877,8.47272944036,48.8188235294,-9.88932235294,29.0721458626,0.0,0.0,-24.6490126866,92.6946940032,2.15801972826,0.0,92.6946940032,0.0,13.5507462687,-30.32,0.0,0.0,89.9138531832
2040-01-01 02:00:00,0.0,-30.32,-30.32,0.229709012696,82.5035677622,0.0,75.2557834502,72.9981099467,72.9981099467,2.14860347826,48.8188235294,-9.88932235294,29.0721458626,0.0,0.0,-30.32,77.5832819074,1.17454537391,0.0,85.0552244971,0.0,0.0,-30.32,0.0,0.0,75.2557834502
2040-01-01 03:00:00,0.0,-30.32,-30.32,-0.9096,82.5035677622,0.0,72.449223417,70.2757467145,70.2757467145,2.14860347826,48.8188235294,-9.88932235294,29.0721458626,0.0,0.0,-30.32,77.5832819074,3.5527136788e-15,0.0,85.0552244971,0.0,0.0,-30.32,0.0,0.0,72.449223417
2040-01-01 04:00:00,0.0,-30.32,-30.32,-0.9096,82.5035677622,0.0,72.449223417,70.2757467145,70.2757467145,2.14860347826,48.8188235294,-9.88932235294,29.0721458626,0.0,0.0,-30.32,77.5832819074,3.5527136788e-15,0.0,85.0552244971,0.0,0.0,-30.32,0.0,0.0,72.449223417
2040-01-01 05:00:00,0.0,-30.32,-30.32,-0.9096,82.5035677622,0.0,72.449223417,70.2757467145,70.2757467145,2.14860347826,48.8188235294,-9.88932235294,35.8915381019,0.0,0.0,-30.32,77.5832819074,3.5527136788e-15,0.0,85.0552244971,0.0,0.0,-30.32,0.0,0.0,72.449223417
2040-01-01 06:00:00,0.0,-30.32,-30.32,-0.9096,82.5035677622,0.0,72.449223417,70.2757467145,70.2757467145,2.14860347826,48.8188235294,-9.88932235294,35.8915381019,0.0,0.0,-30.32,77.5832819074,0.0,0.0,85.0552244971,0.0,0.0,-30.32,0.0,0.0,72.449223417
2040-01-01 07:00:00,0.0,-30.32,-30.32,-0.9096,82.5035677622,0.0,72.449223417,70.2757467145,70.2757467145,2.14860347826,48.8188235294,-9.88932235294,35.8915381019,0.0,0.0,-30.32,77.5832819074,3.5527136788e-15,0.0,85.0552244971,0.0,0.0,-30.32,0.0,0.0,72.449223417
2040-01-01 08:00:00,0.0,-30.32,-30.32,-0.9096,82.5035677622,0.0,72.449223417,70.2757467145,70.2757467145,2.14860347826,48.8188235294,-9.88932235294,35.8915381019,0.0,0.0,-30.32,77.5832819074,3.5527136788e-15,0.0,85.0552244971,0.0,0.0,-30.32,0.0,0.0,72.449223417
2040-01-01 09:00:00,0.0,-30.32,-30.32,-0.9096,82.5035677622,0.0,72.449223417,70.2757467145,70.2757467145,0.937731958763,48.8188235294,-9.88932235294,29.0721458626,0.0,0.0,-30.32,74.6899210484,0.0,0.0,85.0552244971,0.0,0.0,-30.32,0.0,0.0,72.449223417
