timeindex,NO-electricity,SE-biomass-bus,CH-electricity,BE-biomass-bus,AT-electricity,DK-electricity,LU-electricity,BE-electricity,DE-electricity,CH-biomass-bus,NL-electricity,NL-biomass-bus,DE-flex-decentral_heat-bus,SE-electricity,DE-decentral_heat-bus,PL-biomass-bus,DK-biomass-bus,LU-biomass-bus,AT-biomass-bus,CZ-electricity,DE-biomass-bus,PL-electricity,NO-biomass-bus,CZ-biomass-bus,FR-biomass-bus,FR-electricity
2050-01-01 00:00:00,69.4934291581,7.1054273576e-15,129.443476734,2.19151769582,78.4976771223,0.0,76.1427468087,76.1427468087,73.8584644044,28.1489731694,71.6427104723,1.42108547152e-14,24.6194881348,71.6427104723,0.0,7.1054273576e-15,-34.89,0.0,3.33836875858,76.1427468087,0.0,71.6427104723,-1.0467,2.19151769582,30.0986321335,133.446883231
2050-01-01 01:00:00,69.4934291581,-1.0467,129.443476734,1.07907216495,73.8584644044,0.0,73.8584644044,73.8584644044,71.6427104723,28.1489731694,71.6427104723,1.42108547152e-14,24.6194881348,69.4934291581,0.0,-34.89,-34.89,0.0,1.07907216495,73.8584644044,0.0,0.0,-1.0467,1.07907216495,30.0986321335,133.446883231
2050-01-01 02:00:00,54.5913793182,-9.10157832386,129.443476734,-6.63407298546,56.279772493,0.0,56.279772493,58.0203840134,54.5913793182,28.1489731694,56.279772493,-7.48175079589,24.6194881348,52.9536379387,0.0,-34.89,-34.89,0.0,-7.48175079589,54.5913793182,0.0,0.0,-8.30399827202,-8.30399827202,30.0986321335,133.446883231
2050-01-01 03:00:00,54.5913793182,-9.10157832386,129.443476734,-6.63407298546,56.279772493,0.0,56.279772493,58.0203840134,54.5913793182,28.1489731694,56.279772493,-7.48175079589,24.6194881348,52.9536379387,0.0,-34.89,-34.89,0.0,-7.48175079589,54.5913793182,0.0,0.0,-8.30399827202,-8.30399827202,30.0986321335,133.446883231
2050-01-01 04:00:00,54.5913793182,-9.10157832386,129.443476734,-6.63407298546,56.279772493,0.0,56.279772493,58.0203840134,54.5913793182,28.1489731694,56.279772493,-7.48175079589,24.6194881348,52.9536379387,0.0,-34.89,-34.89,0.0,-7.48175079589,54.5913793182,0.0,0.0,-8.30399827202,-8.30399827202,30.0986321335,133.446883231
2050-01-01 05:00:00,54.5913793182,-9.10157832386,129.443476734,-6.63407298546,56.279772493,0.0,56.279772493,58.0203840134,54.5913793182,28.1489731694,56.279772493,-7.48175079589,30.3944297961,52.9536379387,0.0,-34.89,-34.89,0.0,-7.48175079589,54.5913793182,0.0,0.0,-8.30399827202,-8.30399827202,30.0986321335,133.446883231
2050-01-01 06:00:00,54.5913793182,-9.10157832386,129.443476734,-6.63407298546,56.279772493,0.0,56.279772493,58.0203840134,54.5913793182,28.1489731694,56.279772493,-7.48175079589,30.3944297961,52.9536379387,0.0,-34.89,-34.89,0.0,-7.48175079589,54.5913793182,0.0,0.0,-8.30399827202,-8.30399827202,30.0986321335,133.446883231
2050-01-01 07:00:00,54.5913793182,-9.10157832386,129.443476734,-6.63407298546,56.279772493,0.0,56.279772493,58.0203840134,54.5913793182,28.1489731694,56.279772493,-7.48175079589,30.3944297961,52.9536379387,0.0,-34.89,-34.89,0.0,-7.48175079589,54.5913793182,0.0,0.0,-8.30399827202,-8.30399827202,30.0986321335,133.446883231
2050-01-01 08:00:00,54.5913793182,-9.10157832386,129.443476734,-6.63407298546,56.279772493,0.0,56.279772493,58.0203840134,54.5913793182,28.1489731694,56.279772493,-7.48175079589,30.3944297961,52.9536379387,0.0,-34.89,-34.89,0.0,-7.48175079589,54.5913793182,0.0,0.0,-8.30399827202,-8.30399827202,30.0986321335,133.446883231
2050-01-01 09:00:00,54.5913793182,-9.10157832386,129.443476734,-6.63407298546,56.279772493,0.0,56.279772493,58.0203840134,54.5913793182,28.1489731694,56.279772493,-7.48175079589,24.6194881348,52.9536379387,0.0,-34.89,-34.89,0.0,-7.48175079589,54.5913793182,0.0,0.0,-8.30399827202,-8.30399827202,30.0986321335,133.446883231
